pmid,title,decision,evidence_scope,decision_rationale
38636688,"Artemyriantholides A-K, guaiane-type sesquiterpenoid dimers from Artemisia myriantha var. pleiocephala and their antihepatoma activity.",include_primary_synthesis,"A. myriantha var. pleiocephala dimeric STL isolation and computational/SPR target hypothesis","Primary structure-confirmed variety-specific dimeric chemistry is relevant to STL diversity; MAP2K2 prediction and hepatoma activity do not validate a parasite target."
38972444,"Unusual cadinane-involved sesquiterpenoid dimers from Artemisia annua and their antihepatoma effect.",include_primary_synthesis,"A. annua non-artemisinin cadinane-involved dimer isolation","Primary structure-confirmed isolation expands C15 dimer space in A. annua; antihepatoma activity is not antimalarial efficacy or native pathway evidence."
35001764,"Assessment of artemisinin and antioxidant activities of three wild Artemisia species of Algeria.",include_primary_synthesis,"Cross-species HPLC quantitation of artemisinin in three wild Algerian Artemisia taxa","Primary analytical comparison supports species- and lot-specific artemisinin occurrence; detection and antioxidant activity do not establish antimalarial efficacy or pathway conservation."
23179446,"Artemisinin production and precursor ratio in full grown Artemisia annua L. plants subjected to external stress.",include_primary_synthesis,"A. annua stress, precursor ratios, glandular trichomes, and tissue-position response","Primary repeated-stress experiment supports tissue-dependent chemotype responses; it is not a universal production prescription or parasite-efficacy result."
21910287,"Volatile fingerprints of artemisinin-rich Artemisia annua cultivars by headspace solid-phase microextraction gas chromatography/ mass spectrometry.",include_primary_synthesis,"A. annua cultivar volatile chemotype and artemisia-ketone biomarker study","Primary HS-SPME-GC/MS comparison supports volatile biomarker and chemotype stratification; correlation with artemisinin content does not establish causal pathway or parasite activity."
32825178,"Artemisia absinthium L.-Importance in the History of Medicine, the Latest Advances in Phytochemistry and Therapeutical, Cosmetological and Culinary Uses.",include_review_context,"A. absinthium history, phytochemistry, traditional helminthiasis context, and safety framing","Relevant review for wormwood context; traditional-use statements and review synthesis are not controlled vermifuge efficacy or a safe dose."
17972063,"Understanding artemisinin-induced brainstem neurotoxicity.",include_review_context,"Artemisinin regimen- and species-dependent neurotoxicity review","Safety review supplies a sustained-exposure and pharmacovigilance boundary; laboratory-animal findings do not define human risk for every Artemisia preparation."
25829259,"Affordable and rapid HPTLC method for the simultaneous analysis of artemisinin and its metabolite artemisinic acid in Artemisia annua L.",include_primary_synthesis,"A. annua HPTLC analytical validation for artemisinin and artemisinic acid","Primary analytical method supports economical tissue- and lot-specific quality control; measurement is not antiparasitic efficacy."
11578659,"Artemisinin and its derivatives: an important new class of antimalarial agents.",include_review_context,"Artemisinin derivative chemistry, pharmacology, and clinical antimalarial context","Review supports historical and clinical framing of malaria evidence; it does not replace primary extract, PK, or safety studies."
15134519,"Recent advances in artemisinin and its derivatives as antimalarial and antitumor agents.",include_review_context,"Artemisinin chemistry, derivative design, and selected antiparasitic context","Review supports derivative and antiparasitic scope; derivative pharmacology is not whole-plant terpene efficacy or a shared parasite-target result."
37517615,"An updated review on distribution, biosynthesis and pharmacological effects of artemisinin: A wonder drug.",include_review_context,"Artemisinin distribution across Artemisia, biosynthesis, production, and pharmacology","Review supports discovery and distribution framing; quantitative and comparative pathway claims require primary verification."
33396790,"Research Advances on Health Effects of Edible Artemisia Species and Some Sesquiterpene Lactones Constituents.",include_review_context,"Edible Artemisia species, STL composition, health effects, and extract-standardization gaps","Review supports class and translation framing; it does not establish terpene-specific efficacy or safe dosing."
21570794,"Validation, transfer and measurement uncertainty estimation of an HPLC-UV method for the quantification of artemisinin in hydro alcoholic extracts of Artemisia annua L.",include_primary_synthesis,"Hydroalcoholic A. annua artemisinin analytical validation and laboratory transfer","Primary method supports reproducible low-cost quality control; analytical accuracy is not bioavailability or antimalarial efficacy."
21544776,"The content of artemisinin in the Artemisia annua tea infusion.",include_primary_synthesis,"Temperature-sensitive artemisinin extraction from A. annua tea infusions","Primary preparation-chemistry study supports exposure modeling; tea extraction is not clinical equivalence or a safe-use recommendation."
23979886,"Genotoxic evaluation of the antimalarial drugs artemisinin and artesunate in human HepG2 cells and effects on CASP3 and SOD1 gene expressions.",include_primary_safety,"In-vitro artemisinin/artesunate cytotoxicity and genotoxicity in HepG2 cells","Primary cell-model safety signal; cultured-cell DNA damage does not define human clinical risk or preparation-wide safety."
30044501,"Identification and Quantification of Thujone in a Case of Poisoning Due to Repeated Ingestion of an Infusion of Artemisia Vulgaris L.",include_primary_safety,"Confirmed thujone exposure in a repeated Artemisia infusion poisoning case","Primary case report supports exposure-specific thujone risk; it does not define a universal threshold or vermifuge benefit."
6387056,"Isolation of artemisinin (qinghaosu) from Artemisia annua growing in the United States.",include_historical_context,"Historical geographic occurrence and isolation of artemisinin from A. annua","Title-level historical primary record; full-text recovery is required before extracting abundance, pathway, or efficacy estimates."
17386456,"An effective method for fast determination of artemisinin in Artemisia annua L. by high performance liquid chromatography with evaporative light scattering detection.",include_primary_synthesis,"Microwave-assisted extraction and HPLC-ELSD validation across A. annua plant parts","Primary analytical method supports rapid part-resolved quality control; recovery and detection performance do not establish native flux or efficacy."
18059047,"Development and validation of a simple thin layer chromatographic method for the analysis of artemisinin in Artemisia annua L. plant extracts.",include_primary_synthesis,"Accessible TLC quality control for artemisinin in dry material and impure extracts","Primary method supports low-resource analytical monitoring; solvent performance does not establish biological or clinical outcomes."
18353342,"Affordable and sensitive determination of artemisinin in Artemisia annua L. by gas chromatography with electron-capture detection.",include_primary_synthesis,"One-step GC-ECD quality control for artemisinin in crop and pharmaceutical material","Primary method supports affordable analytical monitoring; detection does not establish tissue localization, efficacy, or safety."
